Sample_ID,Dose_Ratio,SUVmax_Bias_In(%),MAPE_In(%),CR_In(%),SUVmax_Bias_Out(%),MAPE_Out(%),CR_Out(%)
P1107_D4_Z0020,0.250,3.9977,7.9259,99.8416,-10.2433,7.0337,98.6569
P1107_D4_Z0021,0.250,8.4185,8.5273,100.5362,-5.0534,7.6173,99.4566
P1107_D4_Z0022,0.250,2.8312,8.9335,100.6908,5.4365,7.9749,99.5672
P1107_D4_Z0023,0.250,2.1815,8.8245,100.7493,0.1154,7.9707,99.3664
P1107_D4_Z0024,0.250,-3.5677,8.5523,100.9392,-10.1548,7.7480,99.3805
P1107_D4_Z0025,0.250,-4.2610,8.3259,101.5094,-9.6432,7.4442,100.1704
P1107_D4_Z0026,0.250,-11.6275,8.1136,101.9356,-14.5446,7.4088,100.8073
P1107_D4_Z0027,0.250,-10.0277,8.1664,102.0420,-17.7140,7.4372,100.6225
P1107_D4_Z0028,0.250,3.6389,8.3713,101.9359,-2.4684,7.4119,100.6301
P1107_D4_Z0029,0.250,2.2110,8.3966,101.9719,-0.8092,7.3452,100.7052
P1107_D4_Z0030,0.250,1.7202,8.4773,101.7868,-1.9016,7.4031,100.4680
P1107_D4_Z0031,0.250,-3.8361,8.5363,101.6188,-7.0085,7.3708,99.9427
P1107_D4_Z0032,0.250,-0.9495,8.4910,101.8771,-7.5388,7.3187,100.2086
P1107_D4_Z0033,0.250,7.0708,8.4159,102.0029,-3.3698,7.3026,100.0583
P1107_D4_Z0034,0.250,8.7339,8.4562,101.7379,-3.5428,7.3260,99.5302
P1107_D4_Z0035,0.250,3.4952,8.6154,101.4965,-7.6995,7.4804,99.1356
P1107_D4_Z0036,0.250,14.3156,8.4320,101.7449,5.1834,7.3073,99.6537
P1107_D4_Z0037,0.250,13.0523,8.2817,101.8807,4.5094,7.1881,99.9967
P1107_D4_Z0038,0.250,6.1416,8.3667,101.5217,-2.6194,7.2502,99.6342
P1107_D4_Z0039,0.250,6.0580,8.5901,100.7171,-6.6651,7.3868,98.8038
P1107_D4_Z0040,0.250,18.8880,8.6858,100.3379,4.0884,7.3095,98.5028
P1107_D4_Z0041,0.250,20.2286,8.6274,100.4881,6.8422,7.2352,98.8862
P1107_D4_Z0042,0.250,12.3955,8.4488,100.4508,2.3122,7.1313,98.8158
P1107_D4_Z0043,0.250,3.2631,8.2040,100.1898,-4.6832,6.9928,98.4902
P1107_D4_Z0044,0.250,-3.1947,8.4825,100.0316,-9.9946,7.0806,98.2362
P1107_D4_Z0045,0.250,-1.2763,8.6322,100.2820,-9.8811,7.1312,98.3666
P1107_D4_Z0046,0.250,-2.9436,8.5966,100.4559,-12.7310,7.0838,98.5182
P1107_D4_Z0047,0.250,-4.2030,8.4832,100.3170,-11.0535,7.0025,98.6983
P1107_D4_Z0048,0.250,1.7381,8.3971,100.4352,-6.1003,6.8911,98.8936
P1107_D4_Z0049,0.250,5.5282,8.4546,100.7978,-1.3911,6.8287,99.3069
P1107_D4_Z0050,0.250,6.7306,8.2900,100.6829,3.5546,6.6791,98.9497
P1107_D4_Z0051,0.250,5.9010,8.1845,100.4108,0.0645,6.6461,98.5519
P1107_D4_Z0052,0.250,5.3327,8.4285,100.1737,-1.3179,6.9368,98.2873
P1107_D4_Z0053,0.250,1.1645,8.4596,100.2215,-5.4157,7.1094,98.1285
P1107_D4_Z0054,0.250,1.9742,8.3652,100.2832,-5.7556,6.9860,98.0273
P1107_D4_Z0055,0.250,4.0003,8.4328,100.4266,0.4958,6.8860,98.2202
P1107_D4_Z0056,0.250,6.6936,8.5641,100.5067,7.8307,7.0230,98.4442
P1107_D4_Z0057,0.250,1.0020,8.5910,100.4976,7.0992,7.0115,98.6724
P1107_D4_Z0058,0.250,-0.4248,8.7007,100.4883,-0.5278,6.9923,98.7881
P1107_D4_Z0059,0.250,-12.3061,8.8445,100.5909,-11.2963,7.1375,98.7701
P1107_D4_Z0060,0.250,-5.8787,8.8373,100.5252,-8.8120,7.1749,98.6475
P1107_D4_Z0061,0.250,2.2139,8.7924,100.2466,-2.8533,7.2107,98.2748
P1107_D4_Z0062,0.250,0.4312,8.7352,100.2358,-2.3639,7.1586,98.2274
P1107_D4_Z0063,0.250,7.1375,8.8570,100.6266,-2.7181,7.2454,98.6829
P1107_D4_Z0064,0.250,10.2742,9.0118,101.1162,1.6465,7.5099,99.4144
P1107_D4_Z0065,0.250,19.3572,8.9973,101.0712,5.5036,7.4741,99.4509
P1107_D4_Z0066,0.250,17.3189,8.9773,100.8740,3.2526,7.3850,99.1036
P1107_D4_Z0067,0.250,9.0940,8.9585,100.8676,-1.5000,7.3250,99.0532
P1107_D4_Z0068,0.250,10.8389,8.8998,101.2685,-0.1016,7.2848,99.4547
P1107_D4_Z0069,0.250,8.0175,8.9382,101.3981,-0.3824,7.3713,99.6879
P1107_D4_Z0070,0.250,11.1377,9.1722,100.8069,3.3199,7.5718,99.1017
P1107_D4_Z0071,0.250,14.3360,9.2441,100.1447,5.0573,7.6322,98.4504
P1107_D4_Z0072,0.250,13.7133,9.1370,99.9885,4.3689,7.4467,98.1667
P1107_D4_Z0073,0.250,12.5257,9.0435,100.0852,3.0842,7.4097,98.2979
P1107_D4_Z0074,0.250,7.8992,9.0006,100.0526,-0.1799,7.3510,98.2838
P1107_D4_Z0075,0.250,5.9768,9.0031,99.8588,-2.4377,7.2839,98.0272
P1107_D4_Z0076,0.250,15.2189,9.0843,99.6157,2.6318,7.3355,97.6420
P1107_D4_Z0077,0.250,20.5684,8.9924,99.9790,9.1205,7.3211,98.1327
P1107_D4_Z0078,0.250,16.9110,8.9687,100.3136,5.6931,7.2524,98.4318
P1107_D4_Z0079,0.250,8.9343,9.0429,99.8932,2.9327,7.2162,98.1161
P1107_D4_Z0080,0.250,-1.6813,9.1259,99.3737,-5.2144,7.3200,97.6065
P1107_D4_Z0081,0.250,-1.2338,9.1166,99.3277,-9.4313,7.3295,97.3399
P1107_D4_Z0082,0.250,5.1764,9.1288,99.9502,-0.5203,7.4070,97.9105
P1107_D4_Z0083,0.250,14.3593,9.0138,100.6853,9.1365,7.3083,99.1081
P1107_D4_Z0084,0.250,8.1212,8.9006,101.1052,0.7870,7.1987,99.6114
P1107_D4_Z0085,0.250,7.1557,8.9237,101.2525,0.2997,7.1752,99.7251
P1107_D4_Z0086,0.250,11.4015,8.9876,100.9607,8.7448,7.1170,99.4232
P1107_D4_Z0087,0.250,11.4217,9.0154,100.6134,8.6526,7.1966,99.0617
P1107_D4_Z0088,0.250,9.9699,8.9450,100.1629,8.6707,7.1223,98.8092
P1107_D4_Z0089,0.250,11.2998,8.8654,99.9015,10.3293,7.0453,98.6417
P1107_D4_Z0090,0.250,9.5313,8.8577,100.0305,11.4778,6.9723,98.8403
P1107_D4_Z0091,0.250,6.6588,8.8823,100.0106,2.8424,6.9845,98.8408
P1107_D4_Z0092,0.250,4.3994,8.8402,99.6589,-1.6955,6.9521,98.6595
P1107_D4_Z0093,0.250,8.2070,8.7900,99.6098,-2.8828,6.9387,98.7515
P1107_D4_Z0094,0.250,13.1782,8.9050,99.5862,2.4858,7.1645,98.7946
P1107_D4_Z0095,0.250,16.7653,8.8796,99.5552,4.4274,7.2782,98.8241
P1107_D4_Z0096,0.250,17.8313,8.9502,99.6061,0.8529,7.2865,99.1079
P1107_D4_Z0097,0.250,12.7294,9.1358,100.2590,-3.2696,7.2905,99.8295
P1107_D4_Z0098,0.250,6.9559,9.2288,100.8523,-6.1741,7.2672,100.6577
P1107_D4_Z0099,0.250,16.3102,9.0849,100.7324,5.1388,7.1863,100.5498
P1107_D4_Z0100,0.250,18.1620,8.9201,100.0317,6.3306,7.1028,99.6915
P1107_D4_Z0101,0.250,11.5254,9.0043,99.7782,2.9556,7.2219,99.1799
P1107_D4_Z0102,0.250,7.1785,9.0621,99.9359,2.4173,7.1219,99.2245
P1107_D4_Z0103,0.250,7.9048,9.0412,100.3886,1.3519,7.0510,99.4599
P1107_D4_Z0104,0.250,5.5638,9.0527,100.7552,2.0451,7.1757,99.5437
P1107_D4_Z0105,0.250,7.1931,9.0510,100.7018,-2.9050,7.2602,99.2445
P1107_D4_Z0106,0.250,7.2594,9.0587,100.1387,-8.0958,7.1402,98.6863
P1107_D4_Z0107,0.250,6.4130,9.1503,99.3527,-10.2923,7.1033,97.6862
P1107_D4_Z0108,0.250,5.9768,9.1707,99.4809,-4.9165,7.0672,97.8046
P1107_D4_Z0109,0.250,10.8924,9.1313,100.1768,-4.0404,7.1349,98.5364
P1107_D4_Z0110,0.250,10.7589,9.1832,100.1561,-3.7515,7.2009,98.5729
P1107_D4_Z0111,0.250,5.8527,9.3103,99.6189,-6.2510,7.1925,98.0778
P1107_D4_Z0112,0.250,5.0888,9.3123,99.2340,-6.3538,7.1479,97.8135
P1107_D4_Z0113,0.250,6.7499,9.1099,99.5632,-8.7618,7.0248,98.1788
P1107_D4_Z0114,0.250,9.9153,8.8896,100.0988,-9.6817,6.8605,99.0100
P1107_D4_Z0115,0.250,12.8556,8.8133,100.2945,-5.7842,6.7644,99.7875
P1107_D4_Z0116,0.250,16.3813,8.8913,100.1801,-3.0187,6.6906,99.9048
P1107_D4_Z0117,0.250,15.5660,8.9077,99.9698,-5.7594,6.7631,99.3452
P1107_D4_Z0118,0.250,10.2961,9.0633,100.0479,-9.3254,7.0095,98.9751
P1107_D4_Z0119,0.250,9.2389,9.2120,100.3479,-7.7697,7.2205,99.0774
P1107_D4_Z0120,0.250,9.5229,9.2598,100.2975,-4.8636,7.1875,99.1906
P1107_D4_Z0121,0.250,10.7405,9.3527,100.0497,-2.4473,7.0786,99.0778
P1107_D4_Z0122,0.250,12.4249,9.2139,100.0567,-4.1101,6.9647,99.3917
P1107_D4_Z0123,0.250,5.6031,9.1894,100.2447,-8.4379,7.0563,99.8367
P1107_D4_Z0124,0.250,4.8019,9.0714,100.3120,-3.6299,7.0868,99.9522
P1107_D4_Z0125,0.250,7.7569,8.8981,100.3004,3.0200,7.0169,100.0360
P1107_D4_Z0126,0.250,5.8956,8.7514,100.3825,2.6487,7.0044,100.0856
P1107_D4_Z0127,0.250,10.9246,8.7723,100.4421,-0.3127,6.9164,99.9971
P1107_D4_Z0128,0.250,11.4579,8.8629,100.3859,-2.4144,7.0131,99.5347
P1107_D4_Z0129,0.250,8.9121,9.1168,100.1952,-2.4677,7.0750,99.1112
P1107_D4_Z0130,0.250,10.9555,9.1892,100.0017,-4.2013,7.1270,98.5997
P1107_D4_Z0131,0.250,11.6642,8.9467,99.9382,-6.0378,7.1293,98.5550
P1107_D4_Z0132,0.250,14.1312,8.6647,100.1124,-3.0543,7.0735,98.7436
P1107_D4_Z0133,0.250,13.5260,8.6234,99.9159,-3.7258,7.1351,98.2839
P1107_D4_Z0134,0.250,8.7501,8.6473,99.8117,-3.1996,7.2223,97.6471
P1107_D4_Z0135,0.250,12.3323,8.6008,99.7810,-5.6611,7.0505,97.4550
P1107_D4_Z0136,0.250,14.9107,8.4854,99.8623,-2.6620,6.9060,97.5059
P1107_D4_Z0137,0.250,16.0704,8.4800,100.0436,-1.9106,6.9066,97.3367
P1107_D4_Z0138,0.250,18.8432,8.4335,100.0678,-2.9624,7.0134,97.5195
P1107_D4_Z0139,0.250,26.9729,8.4861,99.8774,0.7797,7.0640,97.3917
P1107_D4_Z0140,0.250,17.2676,8.5262,99.8880,-2.1272,6.9912,97.4091
P1107_D4_Z0141,0.250,9.5115,8.5906,100.1141,-6.9787,7.0564,97.5935
P1107_D4_Z0142,0.250,12.7866,8.5497,100.4181,-4.8033,7.0080,98.0176
P1107_D4_Z0143,0.250,8.9196,8.2438,100.4135,-3.2232,6.7608,98.4005
P1107_D4_Z0144,0.250,3.2421,7.9101,100.2889,-0.1546,6.3555,98.6051
P1107_D4_Z0145,0.250,2.4964,7.8344,100.0441,-3.6178,6.2404,98.1475
P1107_D4_Z0146,0.250,-3.3398,7.8819,99.7707,-7.3237,6.3652,97.4556
P1107_D4_Z0147,0.250,-2.8614,7.7052,99.9640,-11.5898,6.3867,97.2616
P1107_D4_Z0148,0.250,1.7596,7.7863,100.4209,-6.9180,6.6363,97.5124
P1107_D4_Z0149,0.250,9.0532,8.0004,100.8889,-6.8925,6.7909,97.9258
P1107_D4_Z0150,0.250,13.1250,8.1920,101.1762,-6.2281,6.9110,98.1613
P1107_D4_Z0151,0.250,17.1484,8.4074,100.9182,0.2084,7.0696,97.9952
P1107_D4_Z0152,0.250,14.2452,8.3816,100.5799,0.2110,6.9964,97.7559
P1107_D4_Z0153,0.250,14.1455,8.4429,100.2169,-7.4687,7.0437,97.4519
P1107_D4_Z0154,0.250,14.8579,8.4414,100.0206,-4.2717,7.0420,97.5120
P1107_D4_Z0155,0.250,22.3429,8.5246,100.2137,2.5606,7.0532,97.8381
P1107_D4_Z0156,0.250,15.8498,8.5341,100.4831,0.7105,6.9919,97.8303
P1107_D4_Z0157,0.250,13.0773,8.4913,100.3978,-1.3994,6.8699,97.5940
P1107_D4_Z0158,0.250,14.0482,8.4100,100.5410,0.7205,6.8428,97.6939
P1107_D4_Z0159,0.250,16.1439,8.4298,100.7982,-3.6647,7.0020,97.8473
P1107_D4_Z0160,0.250,14.7755,8.4784,100.9875,-5.7442,6.9451,98.0905
P1107_D4_Z0161,0.250,11.1881,8.5845,100.5022,-3.7620,6.8943,97.8764
P1107_D4_Z0162,0.250,12.6557,8.6681,100.0248,-0.4117,7.0217,97.6749
P1107_D4_Z0163,0.250,17.9500,8.7492,100.0324,2.6858,7.2204,97.6485
P1107_D4_Z0164,0.250,14.3676,8.7140,100.4969,0.2286,7.3346,98.0095
P1107_D4_Z0165,0.250,15.8575,8.7868,100.8397,-6.1676,7.3507,98.2354
P1107_D4_Z0166,0.250,19.1189,8.9397,100.8802,-0.3951,7.4274,98.1713
P1107_D4_Z0167,0.250,18.5677,8.9628,100.8917,3.5919,7.4803,98.0589
P1107_D4_Z0168,0.250,18.7458,8.9929,101.3360,5.1065,7.7074,98.6705
P1107_D4_Z0169,0.250,26.5095,8.9913,101.9145,-0.9443,7.8261,99.6305
P1107_D4_Z0170,0.250,16.4459,9.1543,102.1709,-7.9387,7.7833,100.1562
P1107_D4_Z0171,0.250,9.7586,9.2226,101.6583,-7.6827,7.9111,99.4495
P1107_D4_Z0172,0.250,15.2537,9.2401,100.6895,-2.3779,7.9433,98.2455
P1107_D4_Z0173,0.250,16.0042,9.4894,100.5873,1.0012,7.9675,97.8646
P1107_D4_Z0174,0.250,17.4838,9.5429,101.1576,-2.9132,7.8974,98.3048
P1107_D4_Z0175,0.250,1.7436,9.2437,101.4408,-21.9904,7.6733,98.1997
P1107_D4_Z0176,0.250,4.5623,9.0229,101.4890,-22.0472,7.6163,97.9157
P1107_D4_Z0177,0.250,7.3419,8.9213,102.1576,-18.9935,7.7376,98.3482
P1107_D4_Z0178,0.250,5.0846,8.5646,102.3142,-18.1933,7.7664,98.5884
P1107_D4_Z0179,0.250,4.8063,8.2528,102.3974,-21.0902,7.9295,98.6289
P1107_D4_Z0180,0.250,6.4823,8.2210,102.1872,-22.9350,7.8510,98.4618
P1107_D4_Z0181,0.250,3.8343,8.0815,101.8195,-25.9934,7.5855,97.7687
P1107_D4_Z0182,0.250,3.8851,8.0439,101.5097,-24.5407,7.4886,97.2390
P1107_D4_Z0183,0.250,6.0122,7.7929,101.4543,-22.1734,7.2653,97.1742
P1107_D4_Z0184,0.250,-4.5854,7.1690,101.9774,-25.4604,6.7781,97.3778
P1107_D4_Z0185,0.250,-1.3226,6.8811,101.9898,-24.6368,6.6501,97.4221
P1107_D4_Z0186,0.250,-3.4914,6.9958,101.8150,-19.6912,6.8762,97.2884
P1107_D4_Z0187,0.250,-10.2265,7.0535,101.3555,-29.8742,6.9180,97.0982
P1107_D4_Z0188,0.250,-12.2839,6.9434,100.9097,-32.2172,7.0283,97.1339
P1107_D4_Z0189,0.250,-11.1624,7.0625,100.4831,-30.3024,7.0733,96.8197
P1107_D4_Z0190,0.250,-10.0982,7.4818,101.0294,-29.3321,7.5981,97.4038
P1107_D4_Z0191,0.250,-10.1681,7.7597,101.7803,-29.1207,7.8945,98.2748
P1107_D4_Z0192,0.250,-7.1664,8.5339,102.2588,-26.5011,8.4725,98.7534
P1107_D4_Z0193,0.250,4.0468,9.2624,101.8831,-18.5360,8.6703,98.4946
P1107_D4_Z0194,0.250,15.2928,9.6884,101.4133,-6.9208,8.6297,98.1139
P1107_D4_Z0195,0.250,15.0637,9.8356,101.4038,-2.9176,8.4715,97.9548
P1107_D4_Z0196,0.250,3.9622,9.8528,101.8496,-5.4928,8.3161,98.1827
P1107_D4_Z0197,0.250,-3.1486,9.5797,102.1575,-21.7504,8.4751,98.2607
P1107_D4_Z0198,0.250,-1.3773,8.8679,101.8155,-21.5685,8.4149,97.8467
P1107_D4_Z0199,0.250,0.8238,8.8463,101.0333,-22.3220,8.4297,96.9865
P1107_D4_Z0200,0.250,-3.7975,8.4449,100.2580,-24.5780,8.2529,96.4333
P1107_D4_Z0201,0.250,1.8597,8.1467,99.6980,-23.5900,8.4126,96.2334
P1107_D4_Z0202,0.250,4.8872,8.1275,99.1772,-17.4859,8.7095,95.6880
P1107_D4_Z0203,0.250,-11.2266,8.3517,98.6173,10.5987,8.9674,95.4175
P1107_D4_Z0204,0.250,-23.3809,8.6138,97.9357,12.3687,9.5350,93.6874
P1107_D4_Z0205,0.250,-20.1691,9.8685,82.2574,3.2799,13.7874,71.2047
P1107_D4_Z0206,0.250,-15.7627,11.0381,85.0209,-0.4995,17.0402,72.5231
P1107_D4_Z0207,0.250,-11.4415,11.9365,86.2363,5.2264,18.8220,74.6991
P1107_D4_Z0208,0.250,-3.5643,12.6913,86.7813,-7.5062,18.6282,76.0874
P1107_D4_Z0209,0.250,4.1218,14.0524,87.3293,-13.7774,18.3849,82.3354
P1107_D4_Z0210,0.250,-3.0643,13.4845,89.1642,-19.9510,17.1330,82.0616
P1107_D4_Z0211,0.250,-3.9908,14.2280,90.3704,-37.7906,21.5128,74.1933
P1107_D4_Z0212,0.250,-3.0052,12.8315,90.7385,-26.5543,20.9633,75.9896
P1107_D4_Z0213,0.250,-2.2251,12.6285,99.4850,-16.8020,21.4277,94.5106
P1107_D4_Z0214,0.250,1.7312,10.9268,99.9457,-3.4974,13.6123,96.3161
P1107_D4_Z0215,0.250,-1.6637,10.6722,100.4554,-38.0366,18.1664,94.8771
P1107_D4_Z0216,0.250,0.1814,10.0379,100.7549,-45.3731,17.8906,95.2894
P1107_D4_Z0217,0.250,-1.7810,9.6260,100.7256,-44.3586,14.4388,95.7348
P1107_D4_Z0218,0.250,-1.5954,8.5854,100.5347,-39.6376,10.0701,95.8940
P1107_D4_Z0219,0.250,-3.5949,7.6060,100.7469,-49.3100,10.4738,96.1969
P1107_D4_Z0220,0.250,0.2354,7.8292,100.9006,-48.7926,9.8031,96.6690
P1107_D4_Z0221,0.250,-6.9545,7.9195,101.0199,-45.0633,9.0584,97.0622
P1107_D4_Z0222,0.250,-15.9662,8.4185,100.9393,-42.6027,8.4012,97.2427
P1107_D4_Z0223,0.250,-11.4853,9.3952,100.7585,-39.2584,8.3979,97.0101
P1107_D4_Z0224,0.250,0.8124,10.5459,101.0645,-35.8293,10.1689,97.2412
P1107_D4_Z0225,0.250,5.0029,11.1699,101.3147,-41.7878,10.1200,97.5138
P1107_D4_Z0226,0.250,9.9626,11.4507,101.4118,-1.5921,10.0626,97.6985
P1107_D4_Z0227,0.250,3.0851,11.4366,101.5075,-11.8583,10.1936,98.1194
P1107_D4_Z0228,0.250,6.4273,11.5054,102.2767,-7.5380,10.1951,98.7297
P1107_D4_Z0229,0.250,-5.4529,11.7115,102.5007,-11.8565,10.1724,98.5624
P1107_D4_Z0230,0.250,-21.2272,11.8189,102.0656,-29.0864,10.0653,97.6561
P1107_D4_Z0231,0.250,-23.4261,11.9979,101.2142,-38.9450,10.2489,96.6911
P1107_D4_Z0232,0.250,-26.6854,12.1498,101.0424,-43.7679,10.4789,96.9164
P1107_D4_Z0233,0.250,-32.7677,12.1851,101.3343,-44.1388,10.2358,98.1564
P1107_D4_Z0234,0.250,-27.9666,12.1815,101.3425,-38.7962,10.0879,98.6082
P1107_D4_Z0235,0.250,-1.3311,12.3746,100.4599,-27.1484,10.2571,97.5758
P1107_D4_Z0236,0.250,30.4451,12.2977,99.6608,-5.7460,10.2896,96.6574
P1107_D4_Z0237,0.250,22.5660,12.2577,99.9501,5.5386,10.2880,96.4149
P1107_D4_Z0238,0.250,5.5745,12.2968,100.5149,2.2654,10.3835,96.6957
P1107_D4_Z0239,0.250,8.8364,12.2064,100.9093,-1.2817,10.2851,96.9073
P1107_D4_Z0240,0.250,5.0685,12.3675,101.3742,-9.5591,10.1382,97.3542
P1107_D4_Z0241,0.250,5.7397,12.6059,102.2714,-4.6930,10.2723,98.2111
P1107_D4_Z0242,0.250,22.5306,12.7367,102.8800,1.8071,10.6488,98.4950
P1107_D4_Z0243,0.250,36.1099,12.8531,102.6957,4.0073,10.8501,98.2632
P1107_D4_Z0244,0.250,34.1951,12.8086,101.8944,3.3461,10.6620,97.8491
P1107_D4_Z0245,0.250,31.8318,12.5790,101.6801,5.7840,10.3692,98.1635
P1107_D4_Z0246,0.250,26.0060,12.4621,102.3716,7.5587,10.0341,99.4430
P1107_D4_Z0247,0.250,6.7919,12.4654,102.7992,0.9484,10.1104,100.2651
P1107_D4_Z0248,0.250,13.7160,12.3757,102.3556,5.4938,10.3823,99.7519
P1107_D4_Z0249,0.250,-0.1345,12.2308,101.6204,-8.0351,10.2139,98.6935
P1107_D4_Z0250,0.250,-10.0268,12.2922,100.9470,-18.9460,10.0905,97.9392
P1107_D4_Z0251,0.250,-12.8122,12.2103,100.6539,-19.3951,10.0838,97.6278
P1107_D4_Z0252,0.250,-7.2811,12.1416,100.7580,-10.6319,10.1747,97.8769
P1107_D4_Z0253,0.250,4.2456,12.3616,101.6071,-1.0425,10.0969,99.0553
P1107_D4_Z0254,0.250,16.8726,12.3337,102.2732,6.6960,10.3068,99.8212
P1107_D4_Z0255,0.250,17.5348,12.3646,102.2568,6.2663,10.2523,99.6515
P1107_D4_Z0256,0.250,10.0737,12.5508,101.8483,5.9602,10.4282,99.1373
P1107_D4_Z0257,0.250,21.6258,12.7388,101.4671,8.5218,10.5004,98.6275
P1107_D4_Z0258,0.250,29.6034,12.7624,101.3745,12.3777,10.4615,98.7040
P1107_D4_Z0259,0.250,28.9807,12.6421,101.5194,16.4556,10.3547,98.8863
P1107_D4_Z0260,0.250,23.3532,12.1967,101.7671,13.5069,10.1709,99.0953
P1107_D4_Z0261,0.250,19.5940,12.1444,102.1308,13.0320,10.0729,98.9828
P1107_D4_Z0262,0.250,20.1275,12.3699,102.0197,13.4941,10.4460,98.6752
P1107_D4_Z0263,0.250,14.2461,12.3552,102.1975,10.0665,10.5990,98.4960
P1107_D4_Z0264,0.250,6.5296,12.1898,101.9926,3.6406,10.5165,98.3294
P1107_D4_Z0265,0.250,6.8800,12.1246,102.5599,0.9192,10.5193,98.5242
P1107_D4_Z0266,0.250,19.3323,12.4562,103.3793,7.3311,10.7235,99.0134
P1107_D4_Z0267,0.250,25.4089,12.8602,103.6598,15.5027,10.8826,98.6751
P1107_D4_Z0268,0.250,21.8331,13.0460,103.1723,16.0120,11.0075,98.0818
P1107_D4_Z0269,0.250,9.1756,12.9741,102.8247,8.5741,10.9605,97.6284
P1107_D4_Z0270,0.250,12.0759,13.0395,102.4235,9.3052,11.0486,97.8704
P1107_D4_Z0271,0.250,17.6723,13.1879,101.8946,18.5013,11.2772,97.8333
P1107_D4_Z0272,0.250,13.0262,13.1211,101.9210,28.9814,11.5494,98.1497
P1170_D10_Z0000,0.100,39.6072,32.2874,97.4829,-23.0223,15.0209,86.3262
P1170_D10_Z0001,0.100,34.1517,31.7650,91.0594,-25.9446,15.3302,84.1981
P1170_D10_Z0002,0.100,19.4942,32.4458,82.1432,-31.0254,16.1698,80.5149
P1170_D10_Z0003,0.100,37.1041,32.9968,81.7956,-23.1032,16.4393,80.9611
P1170_D10_Z0004,0.100,37.1952,32.6772,85.8797,-13.7846,15.6423,87.3946
P1170_D10_Z0005,0.100,29.7701,32.3263,91.2481,-29.5418,15.0600,87.3845
P1170_D10_Z0006,0.100,32.5754,31.8225,85.9445,-26.8697,14.5904,82.6232
P1170_D10_Z0007,0.100,73.5469,31.8329,88.8069,-25.9613,14.4828,79.6896
P1170_D10_Z0008,0.100,74.4577,32.8412,90.4831,-25.4711,14.7173,80.0601
P1170_D10_Z0009,0.100,54.7883,33.6029,87.3546,-25.8948,15.2640,79.7325
P1170_D10_Z0010,0.100,56.5150,33.9562,88.1063,-26.9520,14.7652,82.1013
P1170_D10_Z0011,0.100,57.0648,34.1811,88.2564,-32.2242,13.8894,84.1952
P1170_D10_Z0012,0.100,66.9026,33.3513,91.1028,-27.9086,13.9238,86.3985
P1170_D10_Z0013,0.100,48.9710,33.2162,92.2836,-12.5390,13.9625,87.5202
P1170_D10_Z0014,0.100,56.2312,33.3446,88.8083,-8.5404,13.1571,83.3627
P1170_D10_Z0015,0.100,58.0286,34.1075,89.1250,-6.5285,12.9125,82.8783
P1170_D10_Z0016,0.100,53.2884,34.9290,93.1092,-2.8758,13.7635,85.9813
P1170_D10_Z0017,0.100,47.1818,35.4816,95.0769,-4.6116,14.3867,89.5052
P1170_D10_Z0018,0.100,83.7304,35.2557,99.7077,-13.0613,14.1678,90.2408
P1170_D10_Z0019,0.100,68.4026,35.4346,97.6430,-15.8908,14.0556,87.3780
P1170_D10_Z0020,0.100,54.3594,36.4159,94.1138,-11.1297,14.2906,83.7965
P1170_D10_Z0021,0.100,71.3902,37.2442,92.7586,-1.5022,14.7909,82.2328
P1170_D10_Z0022,0.100,89.8014,37.1706,91.0522,5.5707,14.7285,81.4130
P1170_D10_Z0023,0.100,74.8754,37.3299,92.3861,-10.0805,14.9728,82.2938
P1170_D10_Z0024,0.100,66.6193,37.8444,93.2993,-7.2727,15.4450,82.6013
P1170_D10_Z0025,0.100,82.9468,39.1320,93.6556,9.0838,15.4161,82.7922
P1170_D10_Z0026,0.100,82.9536,40.8460,95.0612,-3.8661,15.7318,84.2577
P1170_D10_Z0027,0.100,94.8056,41.3480,95.6313,-5.4169,15.8842,84.7912
P1170_D10_Z0028,0.100,77.0750,40.4231,96.3638,-10.0854,15.4883,84.5659
P1170_D10_Z0029,0.100,106.5636,39.7575,97.0879,-6.5203,15.4808,85.8458
P1170_D10_Z0030,0.100,125.1069,40.4314,96.0490,-20.7119,15.4989,86.1014
P1170_D10_Z0031,0.100,105.3127,41.7815,95.7383,-20.5553,15.6825,84.4670
P1170_D10_Z0032,0.100,78.6386,42.4751,96.4487,-18.6111,16.3156,86.0733
P1170_D10_Z0033,0.100,74.0868,42.3988,97.1372,-20.1996,16.1560,86.2504
P1170_D10_Z0034,0.100,49.4036,41.9730,93.3676,-8.2206,16.5368,84.9103
P1170_D10_Z0035,0.100,58.6369,42.2219,89.8648,-1.4636,16.7660,81.7266
P1170_D10_Z0036,0.100,104.0570,42.9469,87.3078,-1.0581,17.2807,78.6497
P1170_D10_Z0037,0.100,101.5044,43.8632,87.2323,-4.3400,17.0863,78.2343
P1170_D10_Z0038,0.100,120.5344,43.9198,88.3478,7.0083,16.5227,80.1519
P1170_D10_Z0039,0.100,123.2849,43.5669,93.4503,7.3468,16.3068,82.5959
P1170_D10_Z0040,0.100,180.2382,43.3241,94.9247,13.0628,16.8819,84.2245
P1170_D10_Z0041,0.100,144.8219,42.5798,92.9401,11.2166,17.2948,83.5087
P1170_D10_Z0042,0.100,89.4254,42.0851,91.5191,-6.7750,17.0281,83.0796
